Date,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Dividends,Stock Splits,Ticker,Market Cap,P/E Ratio,Dividend Yield,EPS
2023-02-02,187.3300018310547,,,,,,,,,,,,,,,,,,,,,,,,,196.75,,,,,,,,,,,,,,,,,,,,,,,,,182.61000061035156,,,,,,,,,,,,,,,,,,,,,,,,,188.27000427246094,,,,,,,,,,,,,,,,,,,,,,,,,217448300.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-03,183.9499969482422,,,,,,,,,,,,,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,,,,,,,,,,,,183.69000244140625,,,,,,,,,,,,,,,,,,,,,,,,,189.97999572753906,,,,,,,,,,,,,,,,,,,,,,,,,232662000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-06,193.00999450683594,,,,,,,,,,,,,,,,,,,,,,,,,198.1699981689453,,,,,,,,,,,,,,,,,,,,,,,,,189.9199981689453,,,,,,,,,,,,,,,,,,,,,,,,,194.75999450683594,,,,,,,,,,,,,,,,,,,,,,,,,186188100.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-07,196.42999267578125,,,,,,,,,,,,,,,,,,,,,,,,,197.5,,,,,,,,,,,,,,,,,,,,,,,,,189.5500030517578,,,,,,,,,,,,,,,,,,,,,,,,,196.80999755859375,,,,,,,,,,,,,,,,,,,,,,,,,186010300.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-08,196.10000610351562,,,,,,,,,,,,,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,194.30999755859375,,,,,,,,,,,,,,,,,,,,,,,,,201.2899932861328,,,,,,,,,,,,,,,,,,,,,,,,,180673600.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-09,207.77999877929688,,,,,,,,,,,,,,,,,,,,,,,,,214.0,,,,,,,,,,,,,,,,,,,,,,,,,204.77000427246094,,,,,,,,,,,,,,,,,,,,,,,,,207.32000732421875,,,,,,,,,,,,,,,,,,,,,,,,,215431400.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-10,202.22999572753906,,,,,,,,,,,,,,,,,,,,,,,,,206.1999969482422,,,,,,,,,,,,,,,,,,,,,,,,,192.88999938964844,,,,,,,,,,,,,,,,,,,,,,,,,196.88999938964844,,,,,,,,,,,,,,,,,,,,,,,,,204754100.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-13,194.4199981689453,,,,,,,,,,,,,,,,,,,,,,,,,196.3000030517578,,,,,,,,,,,,,,,,,,,,,,,,,187.61000061035156,,,,,,,,,,,,,,,,,,,,,,,,,194.63999938964844,,,,,,,,,,,,,,,,,,,,,,,,,172475500.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-14,191.94000244140625,,,,,,,,,,,,,,,,,,,,,,,,,209.82000732421875,,,,,,,,,,,,,,,,,,,,,,,,,189.44000244140625,,,,,,,,,,,,,,,,,,,,,,,,,209.25,,,,,,,,,,,,,,,,,,,,,,,,,216455700.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-15,211.75999450683594,,,,,,,,,,,,,,,,,,,,,,,,,214.66000366210938,,,,,,,,,,,,,,,,,,,,,,,,,206.11000061035156,,,,,,,,,,,,,,,,,,,,,,,,,214.24000549316406,,,,,,,,,,,,,,,,,,,,,,,,,181006400.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-16,210.77999877929688,,,,,,,,,,,,,,,,,,,,,,,,,217.64999389648438,,,,,,,,,,,,,,,,,,,,,,,,,201.83999633789062,,,,,,,,,,,,,,,,,,,,,,,,,202.0399932861328,,,,,,,,,,,,,,,,,,,,,,,,,229586500.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-17,199.99000549316406,,,,,,,,,,,,,,,,,,,,,,,,,208.44000244140625,,,,,,,,,,,,,,,,,,,,,,,,,197.5,,,,,,,,,,,,,,,,,,,,,,,,,208.30999755859375,,,,,,,,,,,,,,,,,,,,,,,,,213738500.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-21,204.99000549316406,,,,,,,,,,,,,,,,,,,,,,,,,209.7100067138672,,,,,,,,,,,,,,,,,,,,,,,,,197.22000122070312,,,,,,,,,,,,,,,,,,,,,,,,,197.3699951171875,,,,,,,,,,,,,,,,,,,,,,,,,180018600.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-22,197.92999267578125,,,,,,,,,,,,,,,,,,,,,,,,,201.99000549316406,,,,,,,,,,,,,,,,,,,,,,,,,191.77999877929688,,,,,,,,,,,,,,,,,,,,,,,,,200.86000061035156,,,,,,,,,,,,,,,,,,,,,,,,,191828500.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-23,203.91000366210938,,,,,,,,,,,,,,,,,,,,,,,,,205.13999938964844,,,,,,,,,,,,,,,,,,,,,,,,,196.3300018310547,,,,,,,,,,,,,,,,,,,,,,,,,202.07000732421875,,,,,,,,,,,,,,,,,,,,,,,,,146360000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-24,196.3300018310547,,,,,,,,,,,,,,,,,,,,,,,,,197.6699981689453,,,,,,,,,,,,,,,,,,,,,,,,,192.8000030517578,,,,,,,,,,,,,,,,,,,,,,,,,196.8800048828125,,,,,,,,,,,,,,,,,,,,,,,,,142228100.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-27,202.02999877929688,,,,,,,,,,,,,,,,,,,,,,,,,209.4199981689453,,,,,,,,,,,,,,,,,,,,,,,,,201.25999450683594,,,,,,,,,,,,,,,,,,,,,,,,,207.6300048828125,,,,,,,,,,,,,,,,,,,,,,,,,161028300.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-02-28,210.58999633789062,,,,,,,,,,,,,,,,,,,,,,,,,211.22999572753906,,,,,,,,,,,,,,,,,,,,,,,,,203.75,,,,,,,,,,,,,,,,,,,,,,,,,205.7100067138672,,,,,,,,,,,,,,,,,,,,,,,,,153144900.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-01,206.2100067138672,,,,,,,,,,,,,,,,,,,,,,,,,207.1999969482422,,,,,,,,,,,,,,,,,,,,,,,,,198.52000427246094,,,,,,,,,,,,,,,,,,,,,,,,,202.77000427246094,,,,,,,,,,,,,,,,,,,,,,,,,156852800.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-02,186.74000549316406,,,,,,,,,,,,,,,,,,,,,,,,,193.75,,,,,,,,,,,,,,,,,,,,,,,,,186.00999450683594,,,,,,,,,,,,,,,,,,,,,,,,,190.89999389648438,,,,,,,,,,,,,,,,,,,,,,,,,181500700.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-03,194.8000030517578,,,,,,,,,,,,,,,,,,,,,,,,,200.47999572753906,,,,,,,,,,,,,,,,,,,,,,,,,192.8800048828125,,,,,,,,,,,,,,,,,,,,,,,,,197.7899932861328,,,,,,,,,,,,,,,,,,,,,,,,,154193300.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-06,198.5399932861328,,,,,,,,,,,,,,,,,,,,,,,,,198.60000610351562,,,,,,,,,,,,,,,,,,,,,,,,,192.3000030517578,,,,,,,,,,,,,,,,,,,,,,,,,193.80999755859375,,,,,,,,,,,,,,,,,,,,,,,,,128100100.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-07,191.3800048828125,,,,,,,,,,,,,,,,,,,,,,,,,194.1999969482422,,,,,,,,,,,,,,,,,,,,,,,,,186.10000610351562,,,,,,,,,,,,,,,,,,,,,,,,,187.7100067138672,,,,,,,,,,,,,,,,,,,,,,,,,148125800.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-08,185.0399932861328,,,,,,,,,,,,,,,,,,,,,,,,,186.5,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,,,151897800.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-09,180.25,,,,,,,,,,,,,,,,,,,,,,,,,185.17999267578125,,,,,,,,,,,,,,,,,,,,,,,,,172.50999450683594,,,,,,,,,,,,,,,,,,,,,,,,,172.9199981689453,,,,,,,,,,,,,,,,,,,,,,,,,170023800.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-10,175.1300048828125,,,,,,,,,,,,,,,,,,,,,,,,,178.2899932861328,,,,,,,,,,,,,,,,,,,,,,,,,168.44000244140625,,,,,,,,,,,,,,,,,,,,,,,,,173.44000244140625,,,,,,,,,,,,,,,,,,,,,,,,,191488900.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-13,167.4600067138672,,,,,,,,,,,,,,,,,,,,,,,,,177.35000610351562,,,,,,,,,,,,,,,,,,,,,,,,,163.91000366210938,,,,,,,,,,,,,,,,,,,,,,,,,174.47999572753906,,,,,,,,,,,,,,,,,,,,,,,,,167790300.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-14,177.30999755859375,,,,,,,,,,,,,,,,,,,,,,,,,183.8000030517578,,,,,,,,,,,,,,,,,,,,,,,,,177.13999938964844,,,,,,,,,,,,,,,,,,,,,,,,,183.25999450683594,,,,,,,,,,,,,,,,,,,,,,,,,143717900.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-15,180.8000030517578,,,,,,,,,,,,,,,,,,,,,,,,,182.33999633789062,,,,,,,,,,,,,,,,,,,,,,,,,176.02999877929688,,,,,,,,,,,,,,,,,,,,,,,,,180.4499969482422,,,,,,,,,,,,,,,,,,,,,,,,,145995600.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-16,180.3699951171875,,,,,,,,,,,,,,,,,,,,,,,,,185.80999755859375,,,,,,,,,,,,,,,,,,,,,,,,,178.83999633789062,,,,,,,,,,,,,,,,,,,,,,,,,184.1300048828125,,,,,,,,,,,,,,,,,,,,,,,,,121136800.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-17,184.52000427246094,,,,,,,,,,,,,,,,,,,,,,,,,186.22000122070312,,,,,,,,,,,,,,,,,,,,,,,,,177.3300018310547,,,,,,,,,,,,,,,,,,,,,,,,,180.1300048828125,,,,,,,,,,,,,,,,,,,,,,,,,133197100.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-20,178.0800018310547,,,,,,,,,,,,,,,,,,,,,,,,,186.44000244140625,,,,,,,,,,,,,,,,,,,,,,,,,176.35000610351562,,,,,,,,,,,,,,,,,,,,,,,,,183.25,,,,,,,,,,,,,,,,,,,,,,,,,129684400.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-21,188.27999877929688,,,,,,,,,,,,,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,188.0399932861328,,,,,,,,,,,,,,,,,,,,,,,,,197.5800018310547,,,,,,,,,,,,,,,,,,,,,,,,,153391400.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-22,199.3000030517578,,,,,,,,,,,,,,,,,,,,,,,,,200.66000366210938,,,,,,,,,,,,,,,,,,,,,,,,,190.9499969482422,,,,,,,,,,,,,,,,,,,,,,,,,191.14999389648438,,,,,,,,,,,,,,,,,,,,,,,,,150376400.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-23,195.25999450683594,,,,,,,,,,,,,,,,,,,,,,,,,199.30999755859375,,,,,,,,,,,,,,,,,,,,,,,,,188.64999389648438,,,,,,,,,,,,,,,,,,,,,,,,,192.22000122070312,,,,,,,,,,,,,,,,,,,,,,,,,144193900.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-24,191.64999389648438,,,,,,,,,,,,,,,,,,,,,,,,,192.36000061035156,,,,,,,,,,,,,,,,,,,,,,,,,187.14999389648438,,,,,,,,,,,,,,,,,,,,,,,,,190.41000366210938,,,,,,,,,,,,,,,,,,,,,,,,,116312400.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-27,194.4199981689453,,,,,,,,,,,,,,,,,,,,,,,,,197.38999938964844,,,,,,,,,,,,,,,,,,,,,,,,,189.94000244140625,,,,,,,,,,,,,,,,,,,,,,,,,191.80999755859375,,,,,,,,,,,,,,,,,,,,,,,,,120851600.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-28,192.0,,,,,,,,,,,,,,,,,,,,,,,,,192.35000610351562,,,,,,,,,,,,,,,,,,,,,,,,,185.42999267578125,,,,,,,,,,,,,,,,,,,,,,,,,189.19000244140625,,,,,,,,,,,,,,,,,,,,,,,,,98654600.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-29,193.1300048828125,,,,,,,,,,,,,,,,,,,,,,,,,195.2899932861328,,,,,,,,,,,,,,,,,,,,,,,,,189.44000244140625,,,,,,,,,,,,,,,,,,,,,,,,,193.8800048828125,,,,,,,,,,,,,,,,,,,,,,,,,123660000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-30,195.5800018310547,,,,,,,,,,,,,,,,,,,,,,,,,197.3300018310547,,,,,,,,,,,,,,,,,,,,,,,,,194.4199981689453,,,,,,,,,,,,,,,,,,,,,,,,,195.27999877929688,,,,,,,,,,,,,,,,,,,,,,,,,110252200.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-03-31,197.52999877929688,,,,,,,,,,,,,,,,,,,,,,,,,207.7899932861328,,,,,,,,,,,,,,,,,,,,,,,,,197.1999969482422,,,,,,,,,,,,,,,,,,,,,,,,,207.4600067138672,,,,,,,,,,,,,,,,,,,,,,,,,170222100.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-04-03,199.91000366210938,,,,,,,,,,,,,,,,,,,,,,,,,202.69000244140625,,,,,,,,,,,,,,,,,,,,,,,,,192.1999969482422,,,,,,,,,,,,,,,,,,,,,,,,,194.77000427246094,,,,,,,,,,,,,,,,,,,,,,,,,169545900.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-04-04,197.32000732421875,,,,,,,,,,,,,,,,,,,,,,,,,198.74000549316406,,,,,,,,,,,,,,,,,,,,,,,,,190.32000732421875,,,,,,,,,,,,,,,,,,,,,,,,,192.5800018310547,,,,,,,,,,,,,,,,,,,,,,,,,126463800.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
2023-04-05,190.52000427246094,,,,,,,,,,,,,,,,,,,,,,,,,190.67999267578125,,,,,,,,,,,,,,,,,,,,,,,,,183.75999450683594,,,,,,,,,,,,,,,,,,,,,,,,,185.52000427246094,,,,,,,,,,,,,,,,,,,,,,,,,133882500.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,TSLA,1086540414976,166.40393,,2.03
